user_input,reference_contexts,query_style
¿Cuáles son los pasos que debo seguir para postular a una vivienda del programa DS19?,"['# DS19 Para comprar una vivienda sin deuda hipotecaria\n\nPuedes acceder a este programa con los siguiente Subsidios:\n\nFondo Solidario DS174 o DS49\n\nDS1 Tramo 1 (ex Título I tramo 1) Subsidio Sectores Medios (*)\n\nSegunda Oportunidad (2013)\n\nSubsidio destinado a daminificados a partir del 2014\n\nMe permite adquirir una vivienda de:\n\nHASTA 1.100 UF\n\n¿Cómo se paga mi vivienda?\n\nAHORRO + SUBSIDIO + BONOS Queda pagada en su totalidad\n\n¿Me pueden cobrar por gastos operacionales y de escrituración?\n\nNO El subsidio incluye un aporte adicional de hasta 10 UF para dichos gastos.\n\nSi el proyecto es de mi interés ¿qué pasos debo seguir?\n\nPaso 1: Tomar contacto con las inmobiliarias o constructoras que desarrollan el proyecto.\n\nPaso 2: Visitar la sala de ventas del proyecto inmobiliario seleccionado y verificar si existen cupos disponibles.\n\nPaso 3: Gestionar la reserva de la vivienda elegida con la Inmobiliaria o Constructora que desarrolla el proyecto.\n\nNOTAS:Estos 3 Pasos solo son válidos para familias de menores ingresos que están buscando un cupo de vivienda en Proyectos DS 19, que han sido seleccionados en Llamados a Concurso de Proyectos del MINVU y SERVIU, realizados antes del año 2022.\n\nSi, por el contrario, las familias de menores ingresos desean incorporarse en un Proyecto DS 19 seleccionado a partir del año 2022, deben obligatoriamente inscribirse en el Nuevo sistema de inscripción Programa de Integración Social y Territorial (DS19)\n\nSi ya estoy inscrito en el proyecto debo solicitar a la entidad:\n\nComprobante de inscripción al proyecto\n\nSólo en caso de no existir cupo para viviendas de 1.100 UF puede optar a viviendas de hasta 1.400 UF (**)En las regiones de Arica y Parinacota, Tarapacá, Antofagasta, Atacama, Aysén, Magallanes y Antártica Chilena, Provincia de Chiloé y las comunas de Palena, Isla de Pascua y Juan Fernández el valor máximo puede llegar hasta las 1.200 UF.\n']",Orientado a la Acción
¿Qué es el Plan de Integración Social del DS19 y qué actividades incluye?,"['# DS19 Plan de Integración Social para proyectos habitacionales\n\nEl Plan de Integración Social tiene como objetivo, apoyar a las familias en el proceso de instalación de sus viviendas, a favorecer su integración en el nuevo barrio y a fortalecer la cohesión social entre todas las familias que cohabitan en un Proyecto DS 19.\n\nEs un conjunto de 5 actividades (como mínimo) que la Entidad Desarrolladora de un Proyecto DS 19 debe realizar con las familias inscritas en dicho Proyecto, con el fin de:\n\nInformar respecto al desarrollo y avance de la obra.\n\nOrientar a las y los copropietarios en materia de promoción de sus derechos y deberes.\n\nVincular a la comunidad con las redes de atención local.\n\nFortalecer el vínculo vecinal y la cohesión de la comunidad, facilitando la integración.\n\nLas actividades deben realizarse considerando la participación conjunta de todas las familias del Proyecto DS 19.\n\nEl Plan de Integración Social tiene un valor de 5 UF por cada asignatario, que es pagado por el SERVIU a la Entidad Desarrolladora o a un Prestador de Servicios de Asistencia Técnica (PSAT), que haya sido contratado por la Entidad antes mencionada, para ejecutarlo.\n\nEl Plan de Integración Social se rige mediante la Resolución Exenta N° 5.957, (V. y U.), de 11 de mayo de 2017, Publicada en Diario Oficial de 16 de mayo de 2017 (que modifica a la Resolución Exenta N° 6.509, (V. y U.), de 2016), que fija un procedimiento para la ejecución del Plan de Integración Social en el Programa de Integración Social y Territorial, regulado por el D.S. N° 19, (V. y U.), de 2016.\n']",Principiante / Educativo
¿Qué es el Programa de Integración Social y Territorial (DS19) y quiénes pueden postular?,"['# DS19 Programa de Integración Social y Territorial\n\nEn qué consiste el Programa\n\nPermite a familias de diferentes realidades socioeconómicas que buscan adquirir su primera vivienda con apoyo del Estado, acceder a proyectos habitacionales en barrios bien localizados y cercanos a servicios, con estándares de calidad en diseño, equipamiento y áreas verdes.\n\nLas familias que tienen un subsidio para comprar una vivienda lo pueden aplicar en estos proyectos habitacionales, en la medida que existan viviendas por el valor correspondiente a su beneficio.De igual forma, las familias o personas que no tienen un subsidio habitacional también pueden acceder a viviendas de estos proyectos, siempre y cuando cumplan con los requisitos de postulación al Subsidio para Sectores Medios, DS1.\n']",Principiante / Educativo
¿Me puedes contar qué es el programa DS1 Tramo y cuánto máximo ayuda para comprar una casa?,"['# En qué consiste el Programa DS1 Tramo\n\n¿En qué consiste el Programa?\n\nPermite a familias que no son dueñas de una vivienda y tienen capacidad de ahorro, acceder a una ayuda económica para comprar una casa o departamento nuevo o usado de un valor máximo de 1.600 Unidades de Fomento (UF).\n\nEl valor máximo de las viviendas en las zonas extremas norte, sur e insular será de 1.800 UF.\n']",Colloquial Chileno Natural
¿Cuál es el monto máximo de la vivienda que puedo comprar con el DS1 Tramo 1 y en qué zonas ese límite cambia?,"['# En qué consiste el programa DS1 Tramo 1\n\n¿En qué consiste el Programa?\n\nPermite a familias que no son dueñas de una vivienda y tienen capacidad de ahorro, acceder a una ayuda económica para comprar una casa o departamento nuevo o usado de un valor máximo de 1.100 Unidades de Fomento (UF).\n\nEl valor máximo de las viviendas en las zonas extremas norte, sur e insular será de 1.200 UF.\n']",Duda Directa sobre Restricciones
¿Qué es el programa DS1 tramo 3 y quiénes pueden postular?,"['# En qué consiste el Programa DS1 Tramo 3\n\n¿En qué consiste el Programa?\n\nPermite a familias que no son dueñas de una vivienda y tienen capacidad de ahorro, acceder a una ayuda económica para comprar una casa o departamento nuevo o usado de un valor máximo de 2.200 Unidades de Fomento (UF).\n\nEl valor máximo de las viviendas en las zonas extremas norte, sur e insular será de 2.600 UF.\n']",Principiante / Educativo
¿Cómo funciona el leasing habitacional y qué necesito aportar o pagar para adquirir la vivienda?,"['# Financiamiento Leasing Habitacional\n\nLa vivienda se paga con el subsidio y con la parte del aporte mensual que el arrendatario destina a este fin, más los aportes que el interesado pudiera efectuar. Una vez que se complete el precio prometido de venta, se celebrará el contrato de compraventa con el que se transfiere la vivienda al arrendador promitente comprador.\n\nEste sistema no exige ahorro previo. Sin perjuicio de ello, la sociedad inmobiliaria podría exigir un aporte contado. El interesado debe financiar los trámites exigidos por la inmobiliaria.\n']",Orientado a la Acción
"Hola, ¿me explicas cómo funciona el leasing habitacional, en qué regiones se puede usar y hasta cuántas UF llega el monto?","['# Leasing Habitacional\n\nEn qué consiste el Programa\n\nEste programa permite acceder a la oferta privada de viviendas nuevas o usadas de hasta 2.000 UF y 2.200 UF en las regiones del extremo norte y sur (Regiones de Arica y Parinacota, Antofagasta, Atacama, Magallanes, Provincia de Chiloé), a través de una sociedad inmobiliaria de leasing habitacional con la cual se celebra un contrato de arrendamiento con promesa de compraventa.\n']",Colloquial Chileno Natural
¿Me puedes explicar cuánto subsidio da el DS1 tramo 1 según la zona y cuál es el precio máximo de la vivienda?,"['# Montos de subsidio según alternativa DS1 Tramo 1\n\nMontos de subsidio según alternativa\n\nAhorro mínimo 30 UF, Estar dentro del 60% más vulnerable en el Registro Social de Hogares (RSH) y hasta el 90° en caso de Adultos Mayores (60 años).\n\nZONA EXTREMO NORTE\n\nRegiones de Arica y Parinacota hasta Atacama y Provincia de Chiloé\n\nPermite comprar viviendas de hasta 1.200 UF y entrega un subsidio fijo de 700 UF, UF y el subsidio varía entre las 650 y las 350 UF, según el precio de la vivienda.\n\nZONA REGULAR\n\nRegiones de Coquimbo hasta Los Lagos\n\nPermite comprar viviendas de hasta 1.100 UF y entrega un subsidio fijo de 600 UF, UF y el subsidio varía entre las 550 y las 250 UF, según el precio de la vivienda.\n\nZONA EXTREMO SUR E INSULAR\n\nRegiones de Aysén del Gral. C. Ibáñez del Campo, de Magallanes y la Antártica Chilena: Provincia de Patena, comunas de Isla de Pascua y de Juan Fernández\n\nPermite comprar viviendas de hasta 1.200 UF y entrega un subsidio fijo de 750 UF.\n']",Principiante / Educativo
"Si tengo 80 UF ahorradas y vivo en la zona regular, ¿cuánto subsidio me tocaría y cuál es el precio máximo de la vivienda que puedo comprar con el DS1 tramo 3?","['# Montos de subsidio según alternativa DS1 Tramo 3\n\nMontos de subsidio según alternativa\n\nAhorro mínimo 80 UF Estar inscrito en el Registro Social de Hogares (RSH).\n\nZONA EXTREMO NORTE\n\nRegiones de Arica y Parinacota hasta Atacama y Provincia de Chiloé\n\nSe pueden comprar viviendas de hasta 2.600 UF y el subsidio puede variar entre las 500 y 350 UF, según el precio de la vivienda.\n\nZONA REGULAR\n\nRegiones de Coquimbo hasta Los Lagos\n\nSe pueden comprar viviendas de hasta 2.200 UF y el subsidio puede variar entre las 400 y 250 UF, según el precio de la vivienda.\n\nZONA EXTREMO SUR E INSULAR\n\nRegiones de Aysén del Gral. C. Ibáñez del Campo, de Magallanes y la Antártica Chilena: Provincia de Patena, comunas de Isla de Pascua y de Juan Fernández\n\nSe pueden comprar viviendas de hasta 2.600, UF y subsidio varía entre los 550 y 400 UF, según el precio de la vivienda.\n']",Caso Hipotético en Primera Persona
"Hola, ¿me puedes decir cuánto subsidio da el DS1 según la zona? Tengo el ahorro mínimo y vivo en la zona regular, ¿qué monto me corresponde?","['# Montos de subsidio según alternativa DS1 Tramo\n\nMontos de subsidio según alternativa\n\nAhorro mínimo 40 UF Estar dentro del 80% más vulnerable en el Registro Social de Hogares (RSH) y hasta el 90° en caso de Adultos Mayores (60 años).\n\nZONA EXTREMO NORTE\n\nRegiones de Arica y Parinacota hasta Atacama y Provincia de Chiloé\n\nPermite comprar viviendas de hasta 1.800, UF y subsidio varía entre los 650 y 350 UF, según el precio de la vivienda.\n\nZONA REGULAR\n\nRegiones de Coquimbo hasta Los Lagos\n\nPermite comprar viviendas de hasta 1.600, UF y subsidio varía entre los 550 y 250 UF, según el precio de la vivienda.\n\nZONA EXTREMO SUR E INSULAR\n\nRegiones de Aysén del Gral. C. Ibáñez del Campo, de Magallanes y la Antártica Chilena: Provincia de Patena, comunas de Isla de Pascua y de Juan Fernández\n\nPermite comprar viviendas de hasta 1.800, UF y subsidio varía entre los 700 y 400 UF, según el precio de la vivienda.\n']",Colloquial Chileno Natural
¿Cómo puedo postular al subsidio DS1 Tramo 3 y qué pasos debo seguir?,"['# Paso a paso para postular DS1 Tramo 3\n\nPaso a paso para postular:\n\nAbra una cuenta de ahorro para la vivienda y deposite en ella su ahorro. La cuenta debe tener como mínimo 12 meses de antigüedad al momento de postular (la antigüedad se considera desde primer día hábil del mes siguiente en que abrió la cuenta).\n\nInfórmese y solicite orientación sobre los programas del ministerio y consulte por las fechas de postulación.\n\nConozca el porcentaje de calificación socioeconómica de su Registro Social de Hogares (RSH). Para ello puede visitar la página web de registro social, llamar a su número de contactó o dirigirse a su municipalidad.\n\nEl trámite de postulación se puede hacer a través de Internet, para lo cual es necesario contar con la Clave Única que otorga el Servicio de Registro Civil e Identificación. Una segunda alternativa es postular personalmente en las Oficinas de Atención Presencial del Serviu o en las instituciones públicas que este organismo habilite para estos efectos.\n\nSi desea realizar su postulación de manera presencial, reserve un día y lugar en la página web del Minvu o llamando a Minvu.\n']",Orientado a la Acción
"Oye, ¿cómo hago para postular al subsidio DS1 tramo 1? Necesito saber qué pasos sigo, la cuenta de ahorro y todo eso al tiro","['# Paso a paso para postular DS1 Tramo 1\n\nPaso a paso para postular:\n\nAbra una cuenta de ahorro para la vivienda y deposite en ella su ahorro. La cuenta debe tener como mínimo 12 meses de antigüedad al momento de postular (la antigüedad se considera desde primer día hábil del mes siguiente en que abrió la cuenta).\n\nInfórmese y solicite orientación sobre los programas del ministerio y consulte por las fechas de postulación.\n\nConozca el porcentaje de calificación socioeconómica de su Registro Social de Hogares (RSH). Para ello puede visitar la página web registro social, llamar al fono o dirigirse a su municipalidad.\n\nEl trámite de postulación se puede hacer a través de Internet, para lo cual es necesario contar con la Clave Única que otorga el Servicio de Registro Civil e Identificación. Una segunda alternativa es postular personalmente en las Oficinas de Atención Presencial del Serviu o en las instituciones públicas que este organismo habilite para estos efectos.\n\nSi desea realizar su postulación de manera presencial, reserve un día y lugar en la página web minvu o llamando a Minvu Aló.\n']",Colloquial Chileno Natural
¿Cómo postulo al subsidio DS1 tramo 2 y qué pasos debo seguir?,"['# Paso a paso para postular DS1 Tramo 2\n\nPaso a paso para postular:\n\nAbra una cuenta de ahorro para la vivienda y deposite en ella su ahorro. La cuenta debe tener como mínimo 12 meses de antigüedad al momento de postular (la antigüedad se considera desde primer día hábil del mes siguiente en que abrió la cuenta).\n\nInfórmese y solicite orientación sobre los programas del ministerio y consulte por las fechas de postulación.\n\nConozca el porcentaje de calificación socioeconómica de su Registro Social de Hogares (RSH). Para ello puede visitar la página web registro social, llamar al fono o dirigirse a su municipalidad.\n\nEl trámite de postulación se puede hacer a través de Internet, para lo cual es necesario contar con la Clave Única que otorga el Servicio de Registro Civil e Identificación. Una segunda alternativa es postular personalmente en las Oficinas de Atención Presencial del Serviu o en las instituciones públicas que este organismo habilite para estos efectos.\n\nSi desea realizar su postulación de manera presencial, reserve un día y lugar en la página web Minvu o llamando a Minvu Aló.\n']",Orientado a la Acción
"Oye, ¿me puedes explicar cómo postular al leasing habitacional paso a paso?","['# Paso a paso para postular Leasing Habitacional\n\nSe postula en forma individual.\n\nSe accede en arrendamiento con promesa de compraventa viviendas nuevas o usadas. Una vez enterado el precio prometido de venta, la vivienda se traspasa al arrendatario promitente comprador.\n\nEn el plazo del contrato, el interesado arrienda la vivienda y ahorra para su compra.\n\nLa vivienda se paga con el subsidio y con la parte del aporte mensual que se destina a enterar el precio del inmueble, más aportes contados que el interesado pudiera efectuar. El aporte mensual considera lo que destina al arriendo (renta de arrendamiento) y lo destinado a enterar el pago del precio de la vivienda prometida comprar (ir pagando la vivienda), así como otros cargos convenidos en el contrato (por ejemplo, seguros).\n\nEl programa otorga subsidios de diferente valor, dependiendo del precio de la vivienda, de la región donde ésta se encuentra y de su ubicación en zonas de renovación urbana o desarrollo prioritario, zonas de conservación histórica o si se aplica sobre un inmueble de conservación histórica.\n']",Colloquial Chileno Natural
¿Qué documentos y requisitos necesito cumplir para postular al subsidio DS1 Tramo 1?,"['# Requisitos generales para postular DS1 Tramo 1\n\nRequisitos generales para postular:\n\nTener mínimo 18 años de edad.\n\nContar con Cédula Nacional de Identidad Vigente.\n\nLas personas postulantes extranjeras deberán contar con su Cédula de Identidad para extranjeros vigente al momento de la postulación y en ella deberá constar su residencia definitiva; una fotocopia de ella deberá ser presentada en la postulación. La vigencia de la Residencia Definitiva será verificada y proporcionada por el Servicio Nacional de Migraciones.\n\nAcreditar una cuenta de ahorro para la vivienda con una antigüedad mínima de 12 meses.\n\nAcreditar que el ahorro exigido esté depositado en la cuenta para la vivienda, al último día del mes anterior a la postulación. A partir de esa fecha no deberá efectuar giros en la cuenta.\n\nEstar inscrito en el Registro Social de Hogares (RSH) y no superar el tramo del 60% de calificación socioeconómica. Las personas Adultas Mayores que postulen al Tramo 1 podrán pertenecer hasta el 90% más vulnerable de la población, de acuerdo con el RSH.\n\nEn caso de postular colectivamente el grupo debe:\n\nTener un mínimo de 10 integrantes.\n\nPostular a través de una Entidad Patrocinante.\n\nContar con un proyecto habitacional aprobado por el Serviu.\n']",Orientado a la Acción
¿Qué documentos y requisitos necesito para postular al subsidio DS1 tramo 2?,"['# Requisitos generales para postular DS1 Tramo 2\n\nRequisitos generales para postular:\n\nTener mínimo18 años de edad.\n\nContar con Cédula Nacional de Identidad Vigente.\n\nLas personas postulantes extranjeras deberán contar con su Cédula de identidad para extranjeros vigente al momento de la postulación y en ella deberá constar su residencia definitiva; una fotocopia de ella deberá ser presentada en la postulación. La vigencia de la Residencia Definitiva será verificada y proporcionada por el Servicio Nacional de Migraciones.\n\nAcreditar una cuenta de ahorro para la vivienda con una antigüedad mínima de 12 meses.\n\nAcreditar que el ahorro exigido esté depositado en la cuenta para la vivienda, al último día del mes anterior a la postulación. A partir de esa fecha no deberá efectuar giros en la cuenta.\n\nEstar inscrito en el Registro Social de Hogares (RSH) y no superar el tramo del 80% de calificación socioeconómica. Las personas Adultas Mayores que postulen al Tramo 2 podrán pertenecer hasta el 90% más vulnerable de la población, de acuerdo con el RSH.\n\nLas personas deberán contar, además, con una preaprobación de crédito hipotecario, emitida por una entidad crediticia (bancos, cooperativas, etc.).\n\nEn caso de postular colectivamente el grupo debe:\n\nTener un mínimo de 10 integrantes.\n\nPostular a través de una Entidad Patrocinante.\n\nContar con un proyecto habitacional aprobado por el Serviu.\n']",Orientado a la Acción
requisitos ds1 tramo 3,"['# Requisitos generales para postular DS1 Tramo 3\n\nRequisitos generales para postular:\n\nTener mínimo 18 años de edad.\n\nContar con Cédula Nacional de Identidad Vigente.\n\nLas personas postulantes extranjeras deberán contar con su Cédula de identidad para extranjeros vigente al momento de la postulación y en ella deberá constar su residencia definitiva; una fotocopia de ella deberá ser presentada en la postulación. La vigencia de la Residencia Definitiva será verificada y proporcionada por el Servicio Nacional de Migraciones.\n\nAcreditar una cuenta de ahorro para la vivienda con una antigüedad mínima de 12 meses.\n\nAcreditar que el ahorro exigido esté depositado en la cuenta para la vivienda, al último día del mes anterior a la postulación. A partir de esa fecha no deberá efectuar giros en la cuenta.\n\nContar con RSH. Si supera el tramo del 90% de vulnerabilidad socioeconómica, no deberá exceder los topes de ingresos mensuales familiares establecidos para cada llamado de postulación.\n\nLas personas deberán contar, además, con una preaprobación de crédito hipotecario, emitida por una entidad crediticia (bancos, cooperativas, etc.).\n\nEn caso de postular colectivamente el grupo debe:\n\nTener un mínimo de 10 integrantes.\n\nPostular a través de una Entidad Patrocinante.\n\nContar con un proyecto habitacional aprobado por el Serviu.\n']",Buscador de Palabras Clave
"Oye, ¿qué requisitos tengo que cumplir para postular a un leasing habitacional?","['# Requisitos generales para postular Leasing Habitacional\n\nSer mayor de edad.\n\nEstar inscrito en el Registro Único de Inscritos del SERVIU. El interesado no puede tener más de una inscripción en el registro.\n\nNo ser propietarios de una vivienda (postulante y cónyuge).\n\nNo haber sido beneficiados anteriormente con vivienda o subsidio habitacional proporcionado por el Estado o las municipalidades (postulante y cónyuge).\n\nSer titular de una Cuenta de Ahorro para Arrendamiento de Viviendas con Promesa de Compraventa (cuenta ahorro “Leasing Habitacional”), el postulante o el cónyuge.\n\nNo tener suscrito más de un contrato de arrendamiento con promesa de compraventa con una o más sociedades inmobiliarias (postulante o cónyuge).\n\nNo podrán inscribirse ambos cónyuges separadamente.\n']",Colloquial Chileno Natural
"Oye, ¿me puedes explicar cómo funciona el subsidio para comprar una vivienda de hasta 950 UF y qué requisitos tengo que cumplir para postular, sobre todo si tengo una discapacidad?","['# Subsidio para comprar una vivienda construida de hasta 950 UF DS49\n\n¿En qué consiste el Programa?\n\nPermite a familias que no son dueñas de una vivienda y viven en una situación de vulnerabilidad social y necesidad habitacional, comprar una vivienda construida sin deuda hipotecaria, o bien, integrarse a una de las iniciativas de la nómina de proyectos habitacionales del SERVIU de la región.\n\nEl aporte del Estado está compuesto por un subsidio base de 314 UF, el cual puede aumentar según la ubicación geográfica de la vivienda y subsidios complementarios que dependen de las características del grupo familiar que postula y la vivienda que se espera comprar.\n\n¿Cómo se financia la compra de una vivienda?\n\nAHORRO + APORTE DEL ESTADO (SUBSIDIO BASE MAS COMPLEMENTARIO) + APORTES ADICIONALES OPCIONALES\n\nRequisitos generales para postular:\n\nTener mínimo 18 años de edad.\n\nContar con Cédula Nacional de Identidad Vigente. Las personas extranjeras deben presentar Cédula de Identidad para Extranjeros con permanencia definitiva y Certificado de Permanencia Definitiva (emitido por el Departamento de Extranjería del Ministerio del Interior o por Policía de Investigaciones de Chile).\n\nEstar inscrito en el Registro Social de Hogares (RSH) y no superar el tramo de calificación socioeconómica del 40% más vulnerable de la población.\n\nAcreditar en el RSH un grupo familiar. No pueden postular personas solas (familias unipersonales) excepto los Adultos Mayores, viudos/as o aquellas que tengan un grado de discapacidad (acreditada ante el COMPIN), calidad de indígenas o sean reconocidas en el Informe Valech.\n\nTener una cuenta de ahorro para la vivienda con un ahorro mínimo de 10 UF, a más tardar el último día hábil del mes anterior a la postulación.\n\nPaso a paso para postular:\n\nAbra una cuenta de ahorro para la vivienda y deposite en ella su ahorro.\n\nInfórmese y solicite orientación sobre los programas del ministerio y consulte por las fechas de postulación.\n\nConozca el porcentaje de calificación socieconómica de su Registro Social de Hogares (RSH). Para ello puede visitar la página web de registro social, llamar al fono o asistir a su municipalidad.\n\nEl trámite de postulación se puede hacer a través de Internet, para lo cual es necesario contar con la Clave Única que otorga el Servicio de Registro Civil e Identificación. Una segunda alternativa es postular personalmente en las Oficinas de Atención Presencial del Serviu o en las instituciones públicas que este organismo habilite para estos efectos.\n\nSi desea realizar su postulación de manera presencial, reserve un día y lugar en la página web del minvu o llamando a Minvu Aló.\n\nBeneficios para personas con discapacidad en programas Minvu\n\nEste subsidio habitacional considera una atención especial para grupos familiares que cuenten con algún integrante que pertenezca al Registro Nacional de la Discapacidad.\n\nLas medidas especiales establecidas son las siguientes:\n\nLas personas inscritas en el Registro Nacional de la Discapacidad pueden postular sin acreditar un grupo familiar (postulante unipersonal).\n\nPuntaje adicional, al momento de ser evaluada la postulación a este subsidio habitacional, por cada miembro integrante del núcleo familiar que se encuentre inscrito en el Registro Nacional de la Discapacidad. A ello se suma una bonificación del 50% de la puntuación obtenida en los factores de puntaje «núcleo familiar» (si acreditan), «vulnerabilidad habitacional» y «antigüedad de postulación y ahorro».\n\nLas personas o familias que obtengan este subsidio recibirán un aporte adicional de hasta 20 UF u 80 UF en caso de movilidad reducida, para financiar obras en la vivienda que contribuyan a superar las limitaciones que afecten al integrante del grupo familiarcon discapacidad.\n']",Colloquial Chileno Natural
"Tengo un proyecto habitacional que quiero lanzar en una comuna central de la Región Metropolitana, ¿en qué zonas del país puedo aplicar los incentivos del Artículo 7 letra c) del DS 19 y dónde puedo consultar los polígonos de esas Zonas DS 19?","['# Zonas DS 19 en Comunas Centrales y Pericentrales\n\nPara aplicación de Incentivos del Artículo 7, letra c), del Programa de Integración Social y Territorial D.S. N° 19, (V. y U.), de 2016, y sus modificaciones\n\nDentro de las recientes modificaciones realizadas por el D.S. N° 16, (V. y U.), de 2020 (publicado en Diario Oficial de fecha 23/07/2020) al D.S. N° 19, (V. y U.), de 2016, Programa de Integración Social y Territorial, se establece en su Artículo 7, letra c), incentivos a la localización de Proyectos en Zonas de comunas Centrales y Pericentrales, bien localizadas, con un alto estándar de servicios y equipamientos, donde exista déficit habitacional aún por atender y donde habitualmente el Programa D.S. N° 19 no ha logrado cobertura.\n\nPara materializar este objetivo, mediante las Resoluciones Exentas N° 1.414, (V. y U.), de 01/09/2021 (Diario Oficial de 06/09/2021), y sus modificaciones; N° 466, (V. y U.), de 14/04/2021 (Diario Oficial de 19/04/2021) y N° 1.219, (V. y U.), de 13/08/2020 (Diario Oficial de 02/09/2020), se han definido 43 Zonas DS 19 en Comunas Centrales y Pericentrales, de 14 Regiones del país.\n\nLas Zonas DS 19 en Comunas Centrales y Pericentrales, están vinculadas a centros o subcentros de la ciudad, bien conectadas a los centros de trabajo, equipamiento y servicios, con acceso a espacios públicos y adecuada accesibilidad, o a algunas de las zonas de interés público establecidas en la Resolución N° 863, (V. y U.), de 2018, en las que se podrán desarrollar proyectos en el marco del D.S. N° 19, que consideren un porcentaje de viviendas cuyo precio de venta exceda los máximos señalados en la letra a) del Artículo 7 (Precio de venta máximo de las viviendas, según lo establezca la Resolución que disponga el Llamado a Concurso Nacional de cada año).\n\nEn esta sección figuran los polígonos de dichas Zonas, donde se pueden desarrollar proyectos habitacionales del D.S. N° 19, y aplicar allí los incentivos del Artículo 7, letra c). Mayor detalle de los respectivos planos y de sus polígonos, están disponibles para consulta en la SEREMI MINVU de la Región respectiva.\n']",Caso Hipotético en Primera Persona
"Oye, ¿cuánto tengo que tener ahorrado como mínimo para postular a un subsidio habitacional?","['# Cuál es el monto mínimo del ahorro para POSTULAR a un subsidio habitacional\n\nEl monto del ahorro mínimo dependerá del programa habitacional al que se quiera postular, el cual deberá estar depositado en la cuenta para la vivienda, a más tardar el último día del mes anterior a la postulación y a partir de esa fecha no se deberán efectuar giros en la cuenta.\n']",Colloquial Chileno Natural
¿Dónde debo ir para cobrar el subsidio habitacional?,"['# Dónde cobro el subsidio\n\nEs una gestión que realiza cada SERVIU, previa revisión de la documentación que exige cada programa habitacional.\n']",Orientado a la Acción
"Oye, ¿en dónde puedo abrir una cuenta de ahorro para la vivienda?","['# Dónde se abre una cuenta de ahorro para la vivienda\n\nPuedes abrirla en un entidad bancaria con la cual estableces un contrato que indica el mínimo de ahorro a reunir, de acuerdo al programa habitacional al que planeas postular.\n']",Colloquial Chileno Natural
"Oye, ¿se puede pedir prórroga del certificado de subsidio? Qué papeles necesito, al tiro","['# Es posible pedir prórroga de los certificados de subsidio\n\nSí, es posible y los requisitos para ello dependerán de cada programa habitacional.\n']",Colloquial Chileno Natural
"Oye, ¿cuánto tiempo tiene que estar abierta la cuenta de ahorro para la vivienda si quiero postular al subsidio de sectores medios?",['# Qué antigüedad debe tener la cuenta de ahorro para la vivienda\n\nSolo en el caso del subsidio de sectores medios se exige antigüedad de la cuenta de ahorro al menos de 12 meses.\n'],Colloquial Chileno Natural
¿Qué es el Registro Social de Hogares y para qué sirve?,"['# Qué es el Registro Social de Hogares (RSH)\n\nEl Registro Social de Hogares, sistema de información administrado por el Ministerio de Desarrollo Social que otorga calificación socioeconómica de las familias para definir a qué prestaciones o beneficios del Estado pueden acceder.\n']",Principiante / Educativo
¿Qué es la movilidad habitacional?,"['# Qué es movilidad habitacional\n\nEs un trámite que realiza SERVIU ante la solicitud de una persona que obtuvo vivienda con subsidio y desea venderla, antes de cumplir el plazo de la prohibición.\n']",Principiante / Educativo
subsidio habitacional qué es,"['# Qué es un subsidio habitacional\n\nEl subsidio es un aporte económico, de Estado para las familias que requieren apoyo para financiar la compra de su primera vivienda. Este aporte estatal no se restituye y para obtenerlo es necesario postular en las fechas que el Minvu establece cada programa habitacional.\n']",Buscador de Palabras Clave
¿Qué papeles y requisitos debo cumplir para postular a un subsidio habitacional?,['# Qué requisitos básicos debo cumplir para postular a un subsidio habitacional\n\nTener mínimo18 años de edad.\n\nContar con Cédula Nacional de Identidad Vigente.\n\nLas personas extranjeras deben presentar Cédula de Identidad para Extranjeros con permanencia definitiva y Certificado de Permanencia Definitiva (emitido por el Departamento de Extranjería del Ministerio del Interior o por Policía de Investigaciones de Chile).\n\nAcreditar una cuenta de ahorro para la vivienda con una antigüedad mínima de 12 meses.\n'],Orientado a la Acción
"Oye, ¿qué tipos de subsidios del Minvu existen y para qué sirven?","['# Qué tipos de subsidios habitacionales existen\n\nEn materia habitacional los subsidios que entrega el Minvu permiten comprar, construir, arrendar, mejorar el entorno o ampliar una vivienda.\n']",Colloquial Chileno Natural
"Oye, ¿por cuánto tiempo vale el certificado del subsidio antes de que se venza?","['# Qué vigencia tienen los certificados de subsidio\n\nEl certificado de subsidio tiene una VIGENCIA de 21 meses, desde la fecha de su emisión.\n']",Colloquial Chileno Natural
"Si estoy pensando en comprar un depa usado y tengo plan de cuenta con pago automático, ¿hasta cuánto me pueden financiar y qué plazos y periodos de gracia tendría?","['# Principales características de nuestros Créditos Hipotecarios\n\nFinanciamiento hasta 90%\n\nPara la compra de propiedades nuevas o usadas, sujeto a evaluación comercial y de riesgo.\n\nPlazo de 8 hasta 30 años\n\nDependiendo del tipo de producto, plazos de 8, 12, 15, 20, 25 y 30 años.\n\nHasta 6 meses de gracia\n\nPara pagar el primer dividendo.\n\nHasta 2 meses de no pago\n\nDurante el año, a partir del segundo año del crédito.\n\nTasa preferencial\n\nAl tener o contratar plan de cuenta, según renta, y pago automático del dividendo (PAC).\n\nComplementa renta\n\nCon un familiar o no para optar a un mayor financiamiento\n']",Caso Hipotético en Primera Persona
